uid,location,age
83735,usa,2.0
83737,usa,26.0
83740,usa,20.0
83741,australia,52.0
83744,usa,53.0
83745,usa,58.0
83746,australia,21.0
83749,usa,36.0
83750,usa,13.0
83751,australia,42.0
83752,usa,50.0
83755,usa,56.0
83756,canada,40.0
83759,canada,15.0
83760,latvia,26.0
83762,canada,19.0
83763,usa,44.0
83764,usa,39.0
83765,usa,47.0
83766,canada,20.0
83767,usa,38.0
83769,canada,38.0
83770,united kingdom,16.0
83771,usa,34.0
83772,usa,62.0
83774,usa,20.0
83776,usa,31.0
83778,usa,19.0
83780,united kingdom,46.0
83782,usa,34.0
83783,usa,19.0
83784,usa,31.0
83785,usa,38.0
83786,united kingdom,26.0
83787,netherlands,29.0
83788,germany,29.0
83790,usa,49.0
83791,usa,23.0
83792,usa,29.0
83793,spain,31.0
83794,portugal,25.0
83795,usa,48.0
83796,usa,46.0
83797,usa,54.0
83798,usa,21.0
83799,portugal,22.0
83800,usa,55.0
83801,spain,25.0
83802,france,40.0
83804,usa,24.0
83805,usa,38.0
83806,usa,32.0
83807,usa,34.0
83809,portugal,42.0
83810,usa,64.0
83811,usa,45.0
83812,australia,33.0
83813,usa,55.0
83816,netherlands,23.0
83817,usa,61.0
83818,france,29.0
83820,portugal,29.0
83822,italy,75.0
83824,italy,18.0
83825,canada,24.0
83826,usa,38.0
83827,united kingdom,30.0
83829,italy,21.0
83830,italy,54.0
83831,usa,44.0
83832,usa,22.0
83833,usa,20.0
83834,cyprus,23.0
83835,spain,55.0
83836,italy,48.0
83837,germany,23.0
83838,usa,21.0
83839,usa,67.0
83841,canada,40.0
83844,usa,57.0
83845,portugal,24.0
83846,canada,26.0
83848,italy,19.0
83850,norway,20.0
83851,switzerland,28.0
83854,usa,21.0
83855,italy,44.0
83857,south korea,37.0
83858,italy,31.0
83859,germany,45.0
83860,spain,55.0
83861,spain,22.0
83862,united kingdom,27.0
83863,canada,36.0
83864,usa,35.0
83865,germany,38.0
83866,canada,24.0
83867,germany,35.0
83868,united kingdom,24.0
83869,canada,30.0
83870,usa,21.0
83871,united kingdom,35.0
83872,ukraine,43.0
83874,canada,4.0
83875,usa,17.0
83876,italy,20.0
83877,usa,18.0
83878,italy,57.0
83881,italy,24.0
83882,lithuania,19.0
83883,vietnam,123.0
83885,united kingdom,23.0
83887,spain,28.0
83888,spain,25.0
83890,usa,53.0
83891,usa,36.0
83894,usa,26.0
83895,usa,15.0
83898,united kingdom,47.0
83901,mexico,23.0
83903,usa,47.0
83904,italy,41.0
83905,russia,18.0
83907,germany,37.0
83908,united kingdom,80.0
83911,usa,33.0
83912,italy,28.0
83913,portugal,19.0
83914,portugal,19.0
83917,canada,45.0
83918,usa,58.0
83919,usa,47.0
83920,usa,28.0
83921,netherlands,55.0
83922,italy,30.0
83924,usa,52.0
83926,italy,33.0
83929,spain,21.0
83930,dominican republic,24.0
83931,united kingdom,26.0
83932,italy,44.0
83933,usa,32.0
83935,spain,53.0
83936,usa,26.0
83937,canada,24.0
83940,usa,32.0
83942,united kingdom,14.0
83943,usa,59.0
83944,usa,18.0
83945,spain,31.0
83947,united kingdom,28.0
83948,italy,30.0
83949,netherlands,30.0
83951,usa,21.0
83952,usa,55.0
83953,italy,18.0
83954,italy,59.0
83955,canada,16.0
83957,usa,33.0
83958,usa,35.0
83959,netherlands,18.0
83960,usa,41.0
83961,canada,45.0
83962,australia,62.0
83963,united kingdom,31.0
83964,australia,52.0
83965,united kingdom,28.0
83966,united kingdom,17.0
83967,united kingdom,28.0
83969,netherlands,21.0
83970,usa,27.0
83972,usa,14.0
83974,usa,21.0
83975,italy,59.0
83978,usa,44.0
83979,usa,38.0
83980,italy,30.0
83982,malta,42.0
83983,italy,59.0
83984,spain,43.0
83986,italy,30.0
83987,italy,30.0
83988,germany,47.0
83989,germany,40.0
83990,italy,39.0
83991,italy,37.0
83992,spain,25.0
83993,australia,32.0
83994,usa,31.0
83995,germany,45.0
83996,usa,25.0
84000,australia,22.0
84001,new zealand,45.0
84003,usa,37.0
84004,united kingdom,21.0
84005,malaysia,35.0
84006,usa,42.0
84007,usa,18.0
84009,usa,57.0
84011,italy,20.0
84012,italy,30.0
84013,italy,24.0
84014,germany,52.0
84015,italy,27.0
84016,usa,48.0
84017,new zealand,52.0
84019,usa,43.0
84022,netherlands,51.0
84023,italy,36.0
84025,italy,38.0
84026,italy,30.0
84027,canada,56.0
84028,brazil,22.0
84030,italy,31.0
84031,brazil,43.0
84032,south korea,35.0
84034,italy,24.0
84036,usa,23.0
84037,usa,35.0
84038,usa,69.0
84039,germany,41.0
84041,portugal,29.0
84043,brazil,33.0
84044,mexico,36.0
84045,spain,49.0
84047,portugal,1.0
84048,spain,59.0
84049,usa,51.0
84052,usa,57.0
84055,germany,46.0
84056,france,26.0
84057,usa,51.0
84058,brazil,23.0
84059,united kingdom,17.0
84060,united kingdom,24.0
84062,italy,27.0
84063,france,36.0
84064,france,28.0
84065,canada,17.0
84066,usa,37.0
84067,usa,22.0
84068,italy,35.0
84070,brazil,28.0
84072,usa,78.0
84073,belgium,25.0
84077,usa,12.0
84080,italy,45.0
84081,spain,25.0
84082,italy,27.0
84083,italy,22.0
84084,germany,49.0
84085,italy,23.0
84087,italy,35.0
84088,italy,56.0
84089,spain,28.0
84090,usa,26.0
84091,united kingdom,28.0
84092,spain,29.0
84093,usa,56.0
84094,canada,53.0
84095,usa,53.0
84096,usa,27.0
84097,germany,36.0
84098,italy,21.0
84099,canada,46.0
84100,italy,60.0
84103,spain,15.0
84104,usa,29.0
84105,usa,25.0
84106,italy,19.0
84107,usa,45.0
84108,australia,12.0
84110,australia,27.0
84112,spain,71.0
84113,usa,37.0
84114,united kingdom,33.0
84115,usa,41.0
84116,united kingdom,31.0
84117,italy,47.0
84118,usa,50.0
84121,venezuela,53.0
84123,united kingdom,29.0
84124,spain,42.0
84125,usa,57.0
84127,usa,42.0
84128,usa,34.0
84129,australia,51.0
84130,usa,38.0
84131,australia,32.0
84134,china,32.0
84136,netherlands,25.0
84138,chile,76.0
84139,usa,34.0
84140,usa,31.0
84141,italy,29.0
84142,netherlands,52.0
84144,canada,30.0
84145,spain,28.0
84147,switzerland,36.0
84149,australia,30.0
84151,australia,30.0
84152,ireland,46.0
84153,usa,19.0
84154,united kingdom,27.0
84155,usa,24.0
84157,united kingdom,38.0
84158,usa,26.0
84159,usa,59.0
84160,italy,43.0
84162,usa,35.0
84163,usa,56.0
84166,germany,19.0
84167,germany,18.0
84170,usa,51.0
84171,usa,37.0
84172,usa,18.0
84175,usa,46.0
84176,denmark,15.0
84177,mexico,38.0
84179,spain,37.0
84180,usa,43.0
84181,slovakia,18.0
84182,usa,51.0
84183,usa,32.0
84184,italy,26.0
84185,usa,17.0
84186,usa,24.0
84187,united kingdom,28.0
84188,usa,78.0
84189,usa,22.0
84190,nigeria,18.0
84192,united kingdom,20.0
84193,usa,69.0
84194,united kingdom,34.0
84195,usa,36.0
84196,united kingdom,19.0
84197,usa,41.0
84199,usa,28.0
84200,united kingdom,56.0
84202,germany,45.0
84203,united kingdom,52.0
84204,germany,33.0
84205,italy,31.0
84207,usa,59.0
84208,usa,33.0
84210,saudi arabia,38.0
84211,usa,72.0
84213,usa,29.0
84214,usa,64.0
84215,united kingdom,24.0
84216,canada,43.0
84217,germany,66.0
84219,united kingdom,58.0
84220,usa,21.0
84221,italy,35.0
84222,usa,49.0
84223,usa,47.0
84227,united kingdom,28.0
84228,usa,25.0
84230,usa,31.0
84232,australia,32.0
84233,japan,44.0
84234,usa,45.0
84235,new zealand,40.0
84236,usa,53.0
84237,germany,19.0
84238,australia,35.0
84239,germany,22.0
84240,usa,20.0
84241,portugal,31.0
84242,germany,14.0
84243,italy,33.0
84244,germany,40.0
84245,germany,32.0
84246,germany,21.0
84248,spain,29.0
84249,canada,50.0
84250,new zealand,44.0
84251,italy,24.0
84252,usa,55.0
84253,peru,28.0
84254,usa,42.0
84255,spain,30.0
84256,spain,48.0
84257,usa,57.0
84259,spain,58.0
84262,usa,34.0
84264,italy,25.0
84265,usa,39.0
84268,australia,36.0
84270,usa,62.0
84271,usa,27.0
84272,usa,30.0
84273,australia,41.0
84274,usa,14.0
84276,usa,23.0
84277,italy,31.0
84278,italy,52.0
84279,australia,31.0
84280,usa,52.0
84281,usa,58.0
84282,brazil,20.0
84283,usa,34.0
84284,usa,54.0
84285,usa,18.0
84286,usa,28.0
84287,usa,40.0
84289,usa,22.0
84291,usa,54.0
84292,usa,50.0
84293,usa,18.0
84294,usa,69.0
84296,italy,32.0
84297,spain,48.0
84298,australia,39.0
84300,usa,52.0
84301,usa,47.0
84303,usa,27.0
84304,netherlands,42.0
84305,united kingdom,21.0
84306,australia,45.0
84307,usa,50.0
84310,usa,69.0
84311,italy,25.0
84312,usa,30.0
84314,new zealand,33.0
84315,chile,16.0
84316,belgium,25.0
84317,usa,49.0
84318,netherlands,56.0
84319,usa,28.0
84320,usa,44.0
84321,belgium,26.0
84322,usa,50.0
84323,czech republic,29.0
84324,australia,40.0
84325,united kingdom,18.0
84328,united kingdom,27.0
84329,united kingdom,57.0
84330,greece,22.0
84332,usa,56.0
84333,usa,23.0
84334,spain,20.0
84335,usa,49.0
84336,italy,32.0
84338,germany,39.0
84339,usa,58.0
84340,germany,52.0
84341,brazil,34.0
84342,usa,44.0
84344,italy,40.0
84346,germany,17.0
84349,usa,22.0
84350,usa,41.0
84352,usa,21.0
84353,germany,24.0
84354,austria,37.0
84356,portugal,23.0
84357,usa,35.0
84359,united kingdom,40.0
84361,united kingdom,25.0
84362,usa,52.0
84363,bochum,26.0
84364,germany,40.0
84366,italy,33.0
84367,usa,40.0
84368,usa,18.0
84369,usa,68.0
84370,usa,17.0
84371,italy,29.0
84372,italy,17.0
84373,spain,28.0
84375,italy,24.0
84376,united kingdom,31.0
84378,canada,62.0
84379,australia,34.0
84380,united kingdom,23.0
84381,new zealand,23.0
84383,mexico,28.0
84384,united kingdom,37.0
84385,usa,54.0
84386,italy,18.0
84387,usa,104.0
84388,usa,27.0
84389,italy,29.0
84390,usa,20.0
84391,canada,47.0
84392,usa,36.0
84393,canada,34.0
84394,usa,43.0
84395,usa,15.0
84396,italy,23.0
84397,usa,58.0
84398,united kingdom,43.0
84400,germany,30.0
84401,germany,21.0
84404,germany,37.0
84405,usa,53.0
84406,usa,45.0
84407,spain,31.0
84408,united kingdom,38.0
84409,germany,29.0
84410,germany,33.0
84412,usa,28.0
84413,germany,30.0
84414,usa,46.0
84416,germany,26.0
84417,germany,47.0
84419,usa,25.0
84420,germany,53.0
84422,usa,22.0
84424,usa,23.0
84425,germany,54.0
84430,germany,18.0
84431,germany,38.0
84432,germany,28.0
84434,germany,32.0
84435,usa,52.0
84436,germany,31.0
84438,italy,54.0
84439,usa,24.0
84440,australia,44.0
84441,philippines,16.0
84442,canada,17.0
84443,usa,18.0
84444,united kingdom,28.0
84445,spain,29.0
84446,usa,51.0
84447,united kingdom,53.0
84448,united kingdom,33.0
84449,usa,28.0
84450,chile,14.0
84453,australia,27.0
84454,usa,30.0
84455,canada,23.0
84457,usa,67.0
84458,france,25.0
84459,usa,30.0
84460,usa,15.0
84461,canada,46.0
84463,usa,52.0
84465,usa,30.0
84466,canada,44.0
84467,usa,43.0
84468,canada,49.0
84469,usa,33.0
84470,usa,29.0
84471,spain,20.0
84472,romania,19.0
84473,italy,22.0
84474,canada,28.0
84475,south africa,48.0
84478,australia,16.0
84480,spain,22.0
84481,argentina,30.0
84482,united kingdom,18.0
84484,usa,54.0
84485,usa,31.0
84486,usa,14.0
84487,usa,24.0
84488,brazil,62.0
84489,brazil,34.0
84491,belgium,51.0
84492,usa,18.0
84493,usa,24.0
84494,usa,18.0
84496,usa,15.0
84497,usa,22.0
84498,usa,29.0
84499,france,29.0
84500,usa,20.0
84501,usa,23.0
84502,spain,53.0
84503,malaysia,23.0
84504,australia,13.0
84505,new zealand,14.0
84506,usa,29.0
84508,canada,59.0
84509,germany,32.0
84510,usa,32.0
84512,norway,31.0
84513,united kingdom,26.0
84514,australia,24.0
84515,usa,29.0
84516,new zealand,14.0
84518,italy,27.0
84519,germany,46.0
84520,france,34.0
84524,australia,23.0
84525,usa,13.0
84526,usa,22.0
84528,usa,50.0
84529,usa,67.0
84530,usa,54.0
84531,usa,52.0
84532,usa,57.0
84534,usa,19.0
84535,canada,63.0
84536,usa,41.0
84538,aroostook,37.0
84539,usa,28.0
84540,france,24.0
84541,usa,63.0
84542,usa,53.0
84543,united kingdom,63.0
84544,australia,32.0
84546,usa,54.0
84547,usa,36.0
84548,belgium,28.0
84549,new zealand,48.0
84550,australia,36.0
84551,australia,19.0
84555,united kingdom,42.0
84556,united kingdom,46.0
84557,usa,54.0
84558,usa,28.0
84559,portugal,28.0
84560,usa,16.0
84561,usa,31.0
84563,united kingdom,40.0
84566,usa,49.0
84570,italy,25.0
84572,united kingdom,54.0
84573,united kingdom,46.0
84574,usa,46.0
84575,france,31.0
84577,portugal,24.0
84580,sweden,36.0
84581,usa,18.0
84582,usa,24.0
84583,canada,28.0
84585,netherlands,31.0
84586,italy,46.0
84590,usa,52.0
84591,canada,24.0
84593,germany,34.0
84594,usa,2.0
84595,usa,26.0
84596,usa,44.0
84597,germany,35.0
84598,usa,46.0
84599,australia,12.0
84600,usa,37.0
84601,usa,41.0
84602,united kingdom,34.0
84603,new zealand,51.0
84605,australia,34.0
84606,australia,73.0
84609,australia,44.0
84610,australia,51.0
84612,canada,38.0
84615,usa,40.0
84616,usa,55.0
84618,brazil,17.0
84620,usa,47.0
84623,italy,14.0
84626,ireland,16.0
84628,portugal,21.0
84629,united kingdom,59.0
84630,germany,25.0
84631,canada,31.0
84632,fredonia - land of the brave and free,44.0
84636,usa,56.0
84637,france,25.0
84638,usa,60.0
84641,usa,30.0
84642,usa,45.0
84644,usa,47.0
84645,germany,15.0
84646,usa,54.0
84647,australia,33.0
84649,usa,42.0
84651,usa,57.0
84652,usa,54.0
84653,portugal,30.0
84654,australia,23.0
84657,usa,33.0
84658,pakistan,41.0
84659,usa,48.0
84661,ireland,34.0
84662,canada,26.0
84663,france,31.0
84664,usa,50.0
84666,usa,45.0
84668,usa,59.0
84669,united kingdom,44.0
84672,usa,26.0
84673,denmark,22.0
84674,canada,53.0
84676,canada,29.0
84678,usa,44.0
84680,spain,34.0
84681,australia,71.0
84683,spain,29.0
84684,spain,31.0
84685,italy,15.0
84688,canada,55.0
84689,canada,52.0
84690,united kingdom,33.0
84691,usa,48.0
84693,united kingdom,51.0
84694,usa,50.0
84695,usa,14.0
84697,australia,25.0
84698,usa,61.0
84701,china,28.0
84702,usa,18.0
84703,usa,50.0
84704,usa,33.0
84705,spain,16.0
84706,usa,46.0
84707,netherlands,36.0
84709,usa,55.0
84710,usa,29.0
84711,new zealand,46.0
84712,usa,35.0
84713,italy,23.0
84714,usa,22.0
84717,usa,55.0
84718,china,23.0
84720,usa,16.0
84721,usa,55.0
84722,usa,21.0
84723,usa,17.0
84725,canada,42.0
84726,usa,35.0
84728,usa,34.0
84730,usa,27.0
84731,usa,64.0
84734,germany,34.0
84735,usa,41.0
84736,usa,30.0
84738,usa,55.0
84741,spain,30.0
84742,usa,46.0
84743,usa,45.0
84744,united kingdom,22.0
84745,usa,32.0
84746,united kingdom,23.0
84750,usa,48.0
84751,canada,54.0
84752,usa,51.0
84755,usa,25.0
84756,canada,26.0
84757,switzerland,51.0
84758,greece,52.0
84759,usa,1.0
84760,australia,33.0
84761,italy,25.0
84762,canada,35.0
84763,canada,55.0
84764,usa,14.0
84765,usa,61.0
84766,usa,36.0
84767,germany,45.0
84768,usa,26.0
84769,usa,45.0
84771,canada,29.0
84772,italy,22.0
84774,usa,72.0
84775,usa,37.0
84777,singapore,16.0
84779,canada,45.0
84780,usa,58.0
84781,united kingdom,39.0
84782,spain,20.0
84783,canada,53.0
84785,germany,29.0
84786,usa,21.0
84787,australia,28.0
84788,italy,24.0
84789,usa,20.0
84790,usa,33.0
84791,usa,20.0
84792,usa,43.0
84793,united kingdom,30.0
84794,usa,24.0
84796,usa,30.0
84797,portugal,19.0
84798,usa,28.0
84799,sweden,29.0
84800,usa,43.0
84802,spain,28.0
84803,italy,35.0
84804,usa,26.0
84805,united kingdom,30.0
84806,usa,15.0
84807,switzerland,30.0
84808,usa,42.0
84809,usa,20.0
84810,netherlands,56.0
84811,usa,36.0
84812,usa,62.0
84813,germany,55.0
84815,italy,35.0
84816,usa,36.0
84817,china,30.0
84818,italy,34.0
84819,canada,34.0
84821,india,33.0
84822,usa,70.0
84824,usa,54.0
84825,usa,23.0
84826,usa,38.0
84827,spain,23.0
84829,usa,34.0
84830,usa,30.0
84832,usa,25.0
84833,usa,42.0
84835,italy,20.0
84836,philippines,28.0
84837,usa,44.0
84838,usa,20.0
84839,pakistan,24.0
84840,usa,31.0
84841,usa,30.0
84842,france,28.0
84845,usa,34.0
84846,usa,45.0
84848,usa,27.0
84849,usa,45.0
84850,netherlands,35.0
84851,canada,41.0
84852,italy,49.0
84853,united kingdom,31.0
84855,united kingdom,33.0
84857,usa,18.0
84858,usa,20.0
84859,usa,66.0
84861,vienna,24.0
84862,united kingdom,29.0
84865,shanghai,26.0
84868,jamaica,30.0
84870,usa,58.0
84871,united kingdom,21.0
84873,usa,38.0
84874,usa,28.0
84875,usa,38.0
84876,australia,56.0
84877,usa,14.0
84878,italy,35.0
84879,canada,35.0
84881,germany,57.0
84885,usa,20.0
84886,usa,38.0
84887,australia,40.0
84889,usa,19.0
84890,united kingdom,18.0
84891,pakistan,24.0
84892,usa,50.0
84893,usa,42.0
84895,usa,27.0
84896,canada,61.0
84898,china,27.0
84899,usa,59.0
84901,ghana,38.0
84903,spain,23.0
84904,china,50.0
84905,australia,17.0
84906,usa,29.0
84909,usa,18.0
84911,usa,54.0
84913,usa,45.0
84914,france,21.0
84917,china,22.0
84918,germany,59.0
84919,portugal,22.0
84920,usa,39.0
84921,germany,57.0
84922,usa,52.0
84923,usa,40.0
84927,canada,35.0
84928,germany,30.0
84929,germany,49.0
84930,spain,23.0
84931,germany,37.0
84932,greece,32.0
84933,usa,24.0
84934,canada,16.0
84935,germany,32.0
84937,usa,27.0
84938,denmark,20.0
84939,canada,36.0
84941,germany,57.0
84942,usa,31.0
84943,germany,57.0
84944,usa,77.0
84945,usa,40.0
84947,australia,26.0
84948,germany,33.0
84949,germany,26.0
84951,usa,82.0
84952,spain,26.0
84953,spain,49.0
84954,usa,22.0
84958,united kingdom,24.0
84959,canada,28.0
84960,france,67.0
84961,usa,31.0
84962,australia,14.0
84963,united kingdom,42.0
84964,usa,14.0
84965,france,49.0
84966,canada,46.0
84968,canada,36.0
84969,usa,39.0
84970,france,35.0
84971,usa,30.0
84972,usa,26.0
84973,usa,23.0
84976,usa,16.0
84977,usa,37.0
84978,france,24.0
84979,usa,51.0
84980,usa,43.0
84981,australia,14.0
84982,usa,27.0
84983,france,51.0
84984,canada,12.0
84985,usa,54.0
84987,france,45.0
84989,usa,27.0
84990,france,23.0
84991,singapore,22.0
84992,usa,11.0
84993,canada,33.0
84996,usa,48.0
84997,usa,15.0
84998,germany,24.0
84999,usa,48.0
85000,usa,25.0
85001,united kingdom,46.0
85002,united kingdom,29.0
85003,italy,37.0
85004,usa,30.0
85007,italy,35.0
85008,spain,40.0
85009,croatia,29.0
85010,usa,31.0
85011,italy,36.0
85014,usa,51.0
85017,germany,32.0
85018,usa,41.0
85019,canada,21.0
85020,canada,28.0
85021,portugal,32.0
85024,usa,57.0
85025,usa,18.0
85026,usa,14.0
85027,germany,15.0
85028,canada,19.0
85029,usa,47.0
85030,australia,24.0
85031,germany,30.0
85034,usa,35.0
85035,usa,14.0
85036,usa,25.0
85037,china,23.0
85038,usa,33.0
85039,united kingdom,30.0
85040,germany,20.0
85041,turkey,48.0
85044,spain,73.0
85045,usa,23.0
85046,usa,60.0
85048,germany,35.0
85049,taiwan,29.0
85051,usa,32.0
85053,united kingdom,52.0
85054,france,35.0
85055,brazil,19.0
85056,usa,38.0
85057,poland,18.0
85058,usa,30.0
85059,usa,18.0
85061,germany,43.0
85063,japan,46.0
85064,spain,50.0
85065,canada,55.0
85066,brazil,31.0
85068,germany,22.0
85069,usa,18.0
85070,usa,36.0
85071,usa,26.0
85073,canada,33.0
85075,germany,40.0
85076,usa,19.0
85077,usa,54.0
85078,usa,58.0
85079,usa,53.0
85080,usa,29.0
85081,united kingdom,57.0
85083,usa,40.0
85085,canada,23.0
85086,brazil,14.0
85087,usa,18.0
85088,france,44.0
85089,usa,33.0
85090,usa,62.0
85094,italy,65.0
85095,usa,63.0
85096,usa,29.0
85098,usa,57.0
85100,germany,36.0
85101,brazil,36.0
85102,united kingdom,17.0
85103,hungary,52.0
85104,usa,28.0
85105,argentina,22.0
85106,usa,53.0
85107,italy,57.0
85108,argentina,25.0
85110,usa,43.0
85111,spain,44.0
85113,usa,55.0
85116,italy,55.0
85117,italy,48.0
85119,usa,30.0
85123,italy,43.0
85124,israel,21.0
85125,usa,26.0
85126,usa,43.0
85128,usa,36.0
85129,usa,34.0
85130,netherlands,23.0
85131,usa,50.0
85133,united kingdom,32.0
85134,australia,44.0
85135,australia,34.0
85138,germany,22.0
85140,usa,32.0
85141,germany,17.0
85142,philippines,45.0
85143,germany,33.0
85144,spain,24.0
85145,spain,28.0
85147,netherlands,58.0
85148,canada,23.0
85149,usa,19.0
85150,usa,53.0
85151,usa,34.0
85152,usa,37.0
85154,usa,55.0
85156,germany,26.0
85157,italy,16.0
85158,germany,49.0
85159,australia,23.0
85160,germany,26.0
85162,austria,43.0
85163,italy,22.0
85164,usa,30.0
85165,united kingdom,28.0
85167,usa,17.0
85168,usa,18.0
85169,usa,35.0
85170,usa,34.0
85172,usa,35.0
85176,pakistan,27.0
85177,usa,47.0
85178,usa,48.0
85179,usa,25.0
85180,usa,26.0
85181,usa,33.0
85183,canada,29.0
85184,usa,34.0
85186,usa,40.0
85187,usa,41.0
85188,united kingdom,58.0
85189,usa,26.0
85190,usa,33.0
85191,canada,20.0
85192,usa,15.0
85193,usa,59.0
85195,usa,21.0
85196,usa,48.0
85197,united kingdom,28.0
85198,australia,36.0
85199,united kingdom,31.0
85200,australia,61.0
85201,canada,51.0
85202,china,34.0
85203,canada,42.0
85205,usa,15.0
85206,usa,15.0
85207,usa,32.0
85210,usa,15.0
85211,australia,32.0
85213,canada,26.0
85215,usa,74.0
85216,usa,55.0
85217,portugal,22.0
85218,united kingdom,47.0
85219,netherlands,56.0
85220,usa,54.0
85222,united kingdom,38.0
85224,usa,40.0
85226,canada,43.0
85227,germany,22.0
85228,usa,45.0
85230,usa,64.0
85232,germany,20.0
85234,ghana,41.0
85235,spain,28.0
85236,hungary,22.0
85237,germany,30.0
85241,italy,40.0
85242,italy,61.0
85244,usa,28.0
85245,usa,20.0
85247,usa,36.0
85249,sweden,37.0
85251,germany,34.0
85252,spain,24.0
85253,canada,36.0
85254,usa,22.0
85255,usa,20.0
85258,united kingdom,29.0
85260,usa,47.0
85262,france,29.0
85266,netherlands,49.0
85267,sweden,35.0
85269,australia,24.0
85270,italy,41.0
85271,usa,31.0
85272,usa,77.0
85274,usa,72.0
85276,united kingdom,31.0
85281,united kingdom,40.0
85282,italy,20.0
85283,usa,54.0
85284,usa,20.0
85288,united kingdom,24.0
85289,usa,63.0
85290,usa,24.0
85291,spain,29.0
85292,usa,30.0
85293,usa,27.0
85295,netherlands,31.0
85296,netherlands,66.0
85298,netherlands,47.0
85299,usa,50.0
85300,usa,37.0
85302,usa,71.0
85305,united kingdom,48.0
85306,germany,47.0
85307,usa,51.0
85308,usa,47.0
85309,germany,37.0
85310,germany,38.0
85311,usa,42.0
85312,usa,36.0
85317,canada,46.0
85318,france,45.0
85319,germany,30.0
85320,united kingdom,23.0
85321,usa,49.0
85322,usa,20.0
85323,united kingdom,15.0
85324,canada,15.0
85326,usa,33.0
85328,australia,26.0
85329,canada,35.0
85330,usa,38.0
85331,usa,38.0
85332,spain,21.0
85333,usa,34.0
85334,denmark,34.0
85335,denmark,34.0
85336,usa,46.0
85337,germany,40.0
85338,usa,25.0
85340,usa,60.0
85341,united kingdom,54.0
85342,usa,51.0
85343,spain,46.0
85344,portugal,25.0
85346,italy,29.0
85347,usa,17.0
85349,usa,16.0
85350,canada,18.0
85351,usa,14.0
85352,spain,25.0
85353,united kingdom,20.0
85355,usa,16.0
85358,usa,30.0
85359,canada,14.0
85360,usa,26.0
85361,usa,26.0
85362,australia,58.0
85363,usa,39.0
85364,germany,41.0
85366,usa,17.0
85369,usa,37.0
85370,canada,28.0
