uid,isbn,cluster,summary
165182,078601525X,3,when wife ann reed kidnapped homicidal maniacs personal vendetta san francisco crime reporter tom reed follow trail blood rescue grasp twisted killer bent revenge
165182,0743464893,3,as international courier specializing extremely valuable parcels simon finds latest assignment awry sister kidnapped target global police manhunt assassin targets death
115393,0743464893,3,as international courier specializing extremely valuable parcels simon finds latest assignment awry sister kidnapped target global police manhunt assassin targets death
165182,0743463749,3,featuring ex-navy seal nolan kilkenny
218355,0743463749,0,featuring ex-navy seal nolan kilkenny
181535,0786884592,0,no pull-yourself-up-by-the- bootstraps advice who
219234,0786884592,3,no pull-yourself-up-by-the- bootstraps advice who
219883,0786884592,3,no pull-yourself-up-by-the- bootstraps advice who
219883,0140249990,3,the original classic story growing drugs sex learning survive streets new york -- print an urban classic coming age
212015,0140249990,3,the original classic story growing drugs sex learning survive streets new york -- print an urban classic coming age
113611,0345426037,0,known quotthe richest cop new yorkquot detective conrad voort races time catch elusive serial killer investigation leads informal group connection lies unsuccessful love lives
186761,0679734163,0,examines process engineering design explains learned studying unsuccessful designs reasons failure
237189,0679734163,0,examines process engineering design explains learned studying unsuccessful designs reasons failure
186761,0671247042,0,in 1940 winston churchill recruits fifteen-year-old schoolboy serve secret agent -- code christopher robin
68859,0812504798,0,the classic story sensitive boy strain moving cowardice courage this book young union soldier fire time civil war
165239,0380790890,0,prim plain desperately virtuous lady mary fairchild stared seductive gentleman wondered -- remember elements night
33147,0451206428,3,madeleine haute vironge wed trio lords but shocking twist fate impels beauty arms dangerous one-a magnificent exciting stranger madeleine desires fears
6895,0486408787,3,the 1872 sequel alice adventures wonderland finds carroll inquisitive heroine fantastic land reversed
6906,0451405692,0,defense attorney sean barrett takes quotno bodyquot murder case defending chad curtis ex-pro athlete girlfriend robin disappeared trace
6945,0553104039,3,a marriage convenience architect ria lavender mayoral candidate taylor mackensie -- result unanticipated pregnancy -- breaks passionate fire christmas holiday romance
6972,0449238083,3,records experiences group bewildered young german soldiers fighting suffering barbaric chaos desperate days first world war
9090,0395775396,3,a variety interpretations prairie life pioneer times
68789,0395775396,3,a variety interpretations prairie life pioneer times
157454,0395775396,3,a variety interpretations prairie life pioneer times
194446,0395775396,3,a variety interpretations prairie life pioneer times
214504,0395775396,3,a variety interpretations prairie life pioneer times
217371,0395775396,3,a variety interpretations prairie life pioneer times
9090,0395878063,3,for schools libraries a totalitarian regime ordered books destroyed book burners suddenly realizes merit
86503,0395878063,3,for schools libraries a totalitarian regime ordered books destroyed book burners suddenly realizes merit
110123,0395878063,3,for schools libraries a totalitarian regime ordered books destroyed book burners suddenly realizes merit
172914,0395878063,3,for schools libraries a totalitarian regime ordered books destroyed book burners suddenly realizes merit
195077,0395878063,0,for schools libraries a totalitarian regime ordered books destroyed book burners suddenly realizes merit
147383,0515116297,3,struggling people trust kindness devotion dark moon practices gentle healing gifts forced choose tribe loves white threaten destroy world original
154910,068480154X,3,a modern classic edition restored fitzgerald scholar james lw west iii features personal foreword fitzgeralds great-granddaughter blake hazard introduction bestselling amor towles
237272,0349114021,0,summary relates joys sorrows adolescence experienced young girl growing boys39 boarding school
166926,0345385977,3,the author shares observations happened america thirty years discussing women movement politics sex media
166926,0446360716,3,a young mother stranded texas highway rescued handsome hero pickup truck fears past risk losing greatest love she
166926,0425171078,3,original capturing stark beauty fierce passions middle ages lynn kurland delivers outstanding timeless devotion
10424,0425185508,0,falling madly love beginning believed perfect marriage hollywood leading alex rivers renowned anthropologist cassie barret heartbroken fairy-tale romance falls reissue
